hsa:10008	D00294
hsa:10008	D02356
hsa:10060	D02356
hsa:10369	D00332
hsa:10369	D00437
hsa:10369	D00512
hsa:10369	D00542
hsa:10369	D00560
hsa:10369	D00618
hsa:10369	D00629
hsa:10369	D01295
hsa:10369	D02356
hsa:1080	D00227
hsa:1080	D00336
hsa:1080	D01453
hsa:1080	D01712
hsa:1080	D02409
hsa:11280	D00110
hsa:1134	D00195
hsa:1134	D00611
hsa:1134	D00726
hsa:1134	D02101
hsa:1134	D02173
hsa:1134	D02204
hsa:1134	D02207
hsa:1134	D03580
hsa:1134	D03826
hsa:1134	D05156
hsa:1134	D05453
hsa:1135	D00195
hsa:1135	D00499
hsa:1135	D00524
hsa:1135	D00611
hsa:1135	D00726
hsa:1135	D00759
hsa:1135	D00760
hsa:1135	D00761
hsa:1135	D00765
hsa:1135	D00779
hsa:1135	D02101
hsa:1135	D02173
hsa:1135	D02204
hsa:1135	D02207
hsa:1135	D03365
hsa:1135	D03580
hsa:1135	D03742
hsa:1135	D03826
hsa:1135	D05156
hsa:1135	D05453
hsa:1136	D00195
hsa:1136	D00499
hsa:1136	D00524
hsa:1136	D00611
hsa:1136	D00726
hsa:1136	D02101
hsa:1136	D02173
hsa:1136	D02204
hsa:1136	D02207
hsa:1136	D03365
hsa:1136	D03580
hsa:1136	D03826
hsa:1136	D05156
hsa:1136	D05453
hsa:1137	D00195
hsa:1137	D00499
hsa:1137	D00524
hsa:1137	D00611
hsa:1137	D00726
hsa:1137	D02101
hsa:1137	D02173
hsa:1137	D02204
hsa:1137	D02207
hsa:1137	D03580
hsa:1137	D03826
hsa:1137	D05156
hsa:1137	D05453
hsa:1138	D00195
hsa:1138	D00611
hsa:1138	D02101
hsa:1138	D02173
hsa:1138	D02204
hsa:1138	D02207
hsa:1138	D03580
hsa:1138	D03826
hsa:1138	D05156
hsa:1138	D05453
hsa:1139	D00195
hsa:1139	D00611
hsa:1139	D00726
hsa:1139	D02101
hsa:1139	D02173
hsa:1139	D02204
hsa:1139	D02207
hsa:1139	D03580
hsa:1139	D03826
