hsa:2099	D00066
hsa:2099	D00067
hsa:2099	D00105
hsa:2099	D00312
hsa:2099	D00327
hsa:2099	D00554
hsa:2099	D00577
hsa:2099	D00898
hsa:2099	D00950
hsa:2099	D00954
hsa:2099	D00962
hsa:2099	D01161
hsa:2099	D01294
hsa:2099	D02217
hsa:2099	D02367
hsa:2099	D04066
hsa:2100	D00105
hsa:2100	D00577
hsa:2100	D01161
hsa:2100	D02217
hsa:2100	D04066
hsa:2101	D00577
hsa:2103	D00577
hsa:2104	D00577
hsa:2908	D00088
hsa:2908	D00246
hsa:2908	D00585
hsa:2908	D01387
hsa:2908	D01689
hsa:367	D00075
hsa:367	D00327
hsa:367	D00462
hsa:367	D00585
hsa:367	D00586
hsa:367	D00956
hsa:367	D00961
hsa:367	D00965
hsa:4306	D00443
hsa:4306	D00585
hsa:4306	D01115
hsa:5241	D00066
hsa:5241	D00182
hsa:5241	D00585
hsa:5241	D00690
hsa:5241	D00950
hsa:5241	D00951
hsa:5241	D00954
hsa:5241	D01217
hsa:5241	D01294
hsa:5241	D02367
hsa:367	D01161
hsa:5241	D00898
hsa:2100	D00585
hsa:2099	D00462
hsa:5241	D01161
hsa:4306	D00898
hsa:2099	D00956
hsa:2099	D01689
hsa:2099	D01115
hsa:2908	D00066
hsa:367	D01115
hsa:367	D01294
hsa:2099	D00585
hsa:2099	D01387
hsa:2099	D00088
hsa:2908	D00075
hsa:2908	D01161
hsa:2100	D00075
hsa:4306	D01217
hsa:367	D00950
hsa:367	D00066
hsa:367	D00182
hsa:367	D02217
hsa:5241	D00577
hsa:2101	D01161
hsa:2100	D00690
hsa:5241	D01387
hsa:2103	D01387
hsa:367	D02367
hsa:4306	D00962
hsa:2103	D02367
hsa:2908	D00954
hsa:2099	D00965
hsa:367	D00954
hsa:4306	D02367
hsa:2103	D01115
hsa:5241	D00105
hsa:2100	D00067
hsa:2103	D00067
hsa:2908	D00961
hsa:4306	D01294
hsa:367	D00554
hsa:4306	D00105
hsa:2908	D00067
hsa:4306	D00066
hsa:2099	D01217
hsa:5241	D00327
hsa:2099	D00075
hsa:2908	D00965
hsa:5241	D04066
