12023	14281
72475	16870
12125	17210
76893	244579
93759	17979
12234	21402
81703	11694
24136	17129
67673	15395
14030	18626
15398	17268
20019	14030
15251	22346
11480	50791
17172	19720
18089	74120
15432	12848
19015	20183
71242	19821
225896	269523
27140	69125
71745	17928
68153	27140
14464	216154
56353	19763
14623	226744
71242	237336
12914	269424
14814	13385
21410	13180
21417	13016
21869	13797
12531	12234
209357	23894
29871	57441
19017	26379
15424	18514
15078	12416
21869	14843
69260	15078
27140	211586
319162	19821
11789	12006
15405	17268
15516	66917
14106	17126
13163	66354
13796	17536
11804	11820
18033	19697
11789	19045
20019	18109
30046	17863
70834	11845
18676	244579
76900	16826
12609	98053
18033	17344
15398	17129
17927	12534
26409	20482
20614	15239
20375	14460
19290	12534
18124	225998
20476	24113
15424	18516
231329	27081
19645	18505
20416	19248
18514	208076
11695	216154
57376	13982
69716	50907
56222	76893
72615	243963
17874	16179
53314	16477
59035	17979
21849	17863
12444	56086
244579	233863
76893	12705
66980	14030
18516	18771
433759	19651
170770	12044
56707	22259
30923	19826
18036	19697
18516	17536
20747	26914
15433	20670
114606	15434
320080	78910
56086	19309
14236	27140
14811	12695
140577	27140
12394	22601
11909	73086
15430	30046
19763	54383
17444	17060
57441	71242
67203	18472
11789	56637
14462	57765
15408	13395
16150	16151
20476	21888
11695	57765
16869	16826
21869	27217
16825	110648
59035	74053
59036	13542
15416	65247
81703	12606
72475	233410
19290	12443
11772	13858
56222	18685
18538	74769
56771	27081
18626	108655
14784	19122
20779	13543
16331	27218
83602	22722
22259	170826
74322	233890
18033	229004
212168	14030
15902	19645
14812	69635
19645	12571
26564	94275
75646	72475
229004	246196
17126	14064
16362	229615
19645	12609
21869	114889
15387	22324
19877	74194
20183	22259
18999	56459
14465	17128
57376	27140
14465	21869
13016	83396
15402	18514
110147	15078
81630	216154
18854	74197
12578	19298
54383	17164
12914	20183
17933	20467
171543	12044
26416	17164
212168	72475
15421	19727
14464	225998
80905	56210
104360	72475
243963	114606
17128	13542
23880	17444
72475	16876
216154	93686
13448	11350
76893	15399
15078	12418
56637	12388
15433	17268
59004	69807
11695	16825
19290	14265
13390	15408
76893	18109
27140	64383
18515	15430
56210	71890
13876	84505
15416	20851
83767	56194
30046	15396
22099	53424
12567	12444
17087	21898
109889	101023
12416	12151
22323	18645
15260	18509
17187	16918
21679	57765
76900	114606
72475	65257
17978	59035
70472	100041230
17764	56736
12125	12044
14370	94221
239027	22344
67588	56480
56469	16854
13555	17984
18999	50995
26941	20505
110147	13435
12385	12387
17286	56736
17702	94275
12567	12443
18198	231134
13144	11911
50927	50708
243983	19697
14030	20787
100041953	56469
56469	20220
14462	19014
15416	54123
22601	21677
15260	15078
12443	12571
59004	16842
66980	72475
19127	12387
13368	13347
20592	14030
11518	20588
17187	17122
17219	229004
18742	20670
17999	14783
12914	20375
18516	15438
14030	16468
20019	13180
13645	13649
13796	71828
15433	11695
11695	15396
229663	15434
21374	21341
20218	228869
99730	21374
18033	19698
15430	18516
19290	80838
20471	13134
225870	54401
216869	22034
15111	21423
16392	16826
114606	17979
55942	170791
109593	16826
16392	16871
17927	15902
71241	54711
17128	27140
29871	71242
16870	16826
54123	22034
21869	13864
57441	15427
12590	74197
21339	21374
12323	12322
15516	15511
21353	56480
80720	17536
15568	14786
22601	21679
20848	16476
14030	30046
66056	239652
19290	268697
83602	24113
76893	15394
13448	16331
76900	216154
13819	22346
19247	21687
12053	12029
109594	16825
12608	19645
12227	69125
15432	71828
19645	12677
12914	170787
27081	117198
15405	71828
109689	22034
14030	12189
233890	74120
72199	17133
18516	15423
83409	56692
20606	13385
22601	21676
12534	268697
20181	21848
12419	21848
15903	21406
16364	20375
56637	19164
114606	103806
100862258	19698
22691	101023
12977	12978
15902	20375
12021	13180
69920	15436
11909	26416
18970	18538
69920	15403
14281	19184
13429	18645
104360	72135
54683	17979
12419	21849
18510	269424
17125	243833
319162	30841
15421	18516
104360	16872
110648	66970
12190	12189
19248	19200
74322	19697
12048	170770
229906	57441
21849	12412
15430	18514
30046	27081
18516	15425
26563	94275
67673	12702
269870	16826
11804	11803
12591	30046
66233	12151
20592	474156
17126	243833
17125	18519
15904	15903
56637	18024
13555	66647
11481	16323
22221	14030
105377	72475
329581	64704
12695	16516
12450	17246
225998	217082
14784	18708
73178	56194
20595	56070
21374	71242
216154	22722
12192	13180
16870	66970
16825	269870
72293	14030
14106	20183
18503	17286
18515	15421
18514	15423
11877	12558
55942	14912
329002	93759
76893	58172
74026	72354
16179	266632
27140	19650
26411	17444
100041230	52609
17096	15163
84092	19185
67673	78889
18676	103806
12566	12447
76900	16876
211550	22034
12591	13395
12753	93759
26549	15519
117149	21898
13555	211586
233876	15260
103136	14030
17202	226255
18024	17135
14030	56707
17131	13542
21849	21408
13000	56086
15399	114606
15901	21406
71241	211586
56809	56707
11568	229004
16873	16826
18514	21908
76900	105377
15432	30046
72475	216154
15416	208076
12566	12428
21405	13180
20181	19013
81703	99730
12023	12912
21423	21349
433759	13555
13390	12590
80720	20022
17927	15903
64379	13797
21652	14030
26965	21402
20473	15182
11695	12590
18626	17979
20181	22259
17999	19211
17927	12914
12590	18089
11835	21412
13711	80859
19052	80838
110596	22631
26409	17125
12402	12929
225471	21898
15242	16476
11695	19434
59079	17128
